SURFACE;PLAYER;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Hard;Andrey Rublev;77;67;0.079;0.051;0.577;0.731;0.552;0.625;0.392;0.272;0.585;946;144;68;760
Grass;Andrey Rublev;3;3;0.055;0.031;0.605;0.707;0.562;0.58;0.391;0.296;0.543;64;6;68;760
Grass;Mischa Zverev;16;12;0.1;0.03;0.657;0.763;0.566;0.674;0.363;0.289;0.536;182;28;69;750
Clay;Mischa Zverev;34;33;0.06;0.023;0.635;0.683;0.549;0.612;0.413;0.336;0.536;477;67;69;750
Hard;Mischa Zverev;68;72;0.074;0.034;0.632;0.717;0.553;0.614;0.414;0.295;0.543;863;140;69;750
Clay;Vasek Pospisil;1;15;0.072;0.042;0.594;0.663;0.508;0.56;0.385;0.234;0.47;65;16;70;716
Hard;Vasek Pospisil;129;94;0.117;0.042;0.577;0.769;0.577;0.645;0.376;0.274;0.528;1323;223;70;716
Grass;Vasek Pospisil;21;18;0.116;0.041;0.606;0.778;0.601;0.654;0.359;0.244;0.507;206;39;70;716
Grass;Tomas Berdych;23;11;0.126;0.026;0.627;0.813;0.588;0.658;0.335;0.259;0.573;269;34;71;715
Clay;Tomas Berdych;40;22;0.071;0.026;0.574;0.751;0.567;0.618;0.438;0.3;0.536;418;62;71;715
Hard;Tomas Berdych;132;59;0.11;0.035;0.565;0.781;0.569;0.645;0.425;0.285;0.596;1285;191;71;715
Carpet;Jordan Thompson;0;2;0.114;0.043;0.55;0.636;0.544;0.588;0.222;0.301;0.356;9;2;72;715
Grass;Jordan Thompson;14;17;0.078;0.029;0.641;0.723;0.554;0.605;0.351;0.287;0.566;191;31;72;715
Clay;Jordan Thompson;25;19;0.062;0.027;0.642;0.713;0.558;0.568;0.414;0.307;0.523;295;44;72;715
Hard;Jordan Thompson;135;83;0.068;0.033;0.628;0.702;0.557;0.608;0.444;0.332;0.583;1557;218;72;715
Grass;Roberto Carballes Baena;0;2;0.032;0.032;0.544;0.588;0.509;0.654;0.25;0.155;0.558;4;2;73;714
Clay;Roberto Carballes Baena;180;130;0.032;0.039;0.634;0.666;0.563;0.587;0.446;0.35;0.602;2525;310;73;714
Hard;Roberto Carballes Baena;13;16;0.032;0.055;0.593;0.699;0.55;0.562;0.369;0.293;0.551;203;29;73;714
Carpet;Maximilian Marterer;0;2;0.11;0.066;0.544;0.77;0.566;0.692;0;0.101;0.4;4;2;74;706
Grass;Maximilian Marterer;3;5;0.123;0.034;0.65;0.741;0.585;0.595;0.298;0.237;0.515;47;8;74;706
Clay;Maximilian Marterer;56;38;0.06;0.024;0.622;0.696;0.562;0.635;0.438;0.328;0.539;569;94;74;706
Hard;Maximilian Marterer;53;40;0.106;0.025;0.63;0.738;0.595;0.626;0.401;0.258;0.546;509;93;74;706
Grass;Yoshihito Nishioka;3;7;0.011;0.032;0.616;0.641;0.504;0.5;0.39;0.221;0.585;59;10;75;701
Clay;Yoshihito Nishioka;20;18;0.014;0.023;0.62;0.632;0.538;0.563;0.473;0.342;0.602;300;38;75;701
Hard;Yoshihito Nishioka;135;74;0.028;0.028;0.621;0.671;0.576;0.589;0.433;0.316;0.624;1637;209;75;701
Carpet;Yoshihito Nishioka;7;1;0.057;0.012;0.666;0.717;0.634;0.44;0.51;0.293;0.581;49;8;75;701
Grass;Bradley Klahn;1;6;0.087;0.057;0.651;0.705;0.574;0.603;0.219;0.226;0.387;32;7;76;699
Clay;Bradley Klahn;9;11;0.052;0.036;0.623;0.677;0.549;0.608;0.425;0.295;0.498;113;20;76;699
Hard;Bradley Klahn;87;52;0.093;0.048;0.624;0.748;0.612;0.629;0.398;0.3;0.521;820;139;76;699
Grass;Taro Daniel;2;4;0.061;0.044;0.612;0.683;0.604;0.4;0.345;0.266;0.602;55;6;77;691
Clay;Taro Daniel;106;62;0.026;0.039;0.656;0.656;0.564;0.591;0.434;0.345;0.585;1327;168;77;691
Hard;Taro Daniel;79;72;0.041;0.043;0.617;0.678;0.561;0.596;0.412;0.287;0.584;1041;151;77;691
Clay;Mackenzie Mcdonald;2;6;0.03;0.032;0.673;0.643;0.544;0.593;0.349;0.265;0.498;43;8;78;688
Grass;Mackenzie Mcdonald;12;8;0.063;0.026;0.685;0.719;0.609;0.625;0.386;0.259;0.529;114;20;78;688
Hard;Mackenzie Mcdonald;79;63;0.05;0.041;0.604;0.703;0.558;0.607;0.42;0.314;0.59;1026;142;78;688
Grass;Guido Andreozzi;0;2;0.075;0.056;0.629;0.724;0.552;0.6;0.267;0.178;0.477;15;2;79;682
Clay;Guido Andreozzi;144;97;0.036;0.04;0.609;0.691;0.559;0.586;0.45;0.346;0.597;1893;241;79;682
Hard;Guido Andreozzi;17;22;0.055;0.058;0.57;0.685;0.543;0.584;0.384;0.309;0.564;294;39;79;682
Grass;Federico Delbonis;0;6;0.052;0.052;0.625;0.699;0.526;0.556;0.389;0.209;0.435;18;6;80;678
Clay;Federico Delbonis;128;63;0.045;0.043;0.605;0.706;0.603;0.612;0.432;0.333;0.578;1458;191;80;678
Hard;Federico Delbonis;23;46;0.057;0.045;0.592;0.7;0.584;0.611;0.366;0.239;0.569;399;69;80;678
Grass;Jaume Munar;0;1;0.037;0.167;0.63;0.765;0.455;0.5;0.167;0.306;0.448;6;1;81;663
Clay;Jaume Munar;44;39;0.038;0.028;0.643;0.669;0.52;0.581;0.431;0.337;0.558;587;83;81;663
Hard;Jaume Munar;23;25;0.068;0.035;0.618;0.709;0.564;0.612;0.434;0.303;0.573;311;48;81;663
Grass;Pablo Andujar;2;4;0.036;0.027;0.656;0.643;0.572;0.622;0.457;0.192;0.568;35;6;82;658
Clay;Pablo Andujar;62;42;0.017;0.032;0.659;0.646;0.57;0.597;0.419;0.364;0.595;887;104;82;658
Hard;Pablo Andujar;12;33;0.03;0.042;0.637;0.642;0.546;0.538;0.393;0.283;0.593;305;45;82;658
Grass;Bernard Tomic;28;18;0.114;0.022;0.694;0.749;0.567;0.66;0.375;0.251;0.561;293;46;83;655
Clay;Bernard Tomic;12;24;0.077;0.015;0.662;0.683;0.526;0.663;0.37;0.252;0.499;208;36;83;655
Hard;Bernard Tomic;92;62;0.115;0.021;0.65;0.737;0.536;0.648;0.392;0.256;0.543;909;154;83;655
Grass;Cristian Garin;0;2;0.073;0.046;0.587;0.703;0.588;0.273;0.4;0.233;0.404;15;2;84;650
Clay;Cristian Garin;89;81;0.049;0.044;0.585;0.676;0.543;0.573;0.407;0.344;0.558;1338;170;84;650
Hard;Cristian Garin;25;19;0.067;0.054;0.572;0.727;0.559;0.657;0.412;0.296;0.59;308;44;84;650
Carpet;Jozef Kovalik;0;1;0.128;0.09;0.449;0.771;0.611;0.75;0;0.069;0.469;2;1;85;638
Grass;Jozef Kovalik;0;1;0.061;0.026;0.64;0.699;0.447;0.556;1;0.161;0.538;2;1;85;638
Clay;Jozef Kovalik;108;80;0.042;0.028;0.601;0.689;0.572;0.606;0.425;0.33;0.568;1375;188;85;638
Hard;Jozef Kovalik;26;41;0.056;0.037;0.601;0.7;0.562;0.625;0.394;0.264;0.548;391;67;85;638
Grass;Hubert Hurkacz;0;2;0.094;0.031;0.603;0.748;0.524;0.789;0.125;0.221;0.406;8;2;86;636
Clay;Hubert Hurkacz;37;23;0.066;0.065;0.613;0.708;0.58;0.634;0.438;0.338;0.589;464;60;86;636
Hard;Hubert Hurkacz;71;46;0.089;0.053;0.641;0.724;0.573;0.633;0.408;0.31;0.552;790;117;86;636
Carpet;Mirza Basic;6;2;0.15;0.043;0.536;0.82;0.648;0.481;0.403;0.261;0.62;62;8;87;636
Grass;Mirza Basic;4;9;0.082;0.03;0.626;0.715;0.549;0.492;0.27;0.241;0.525;74;13;87;636
Clay;Mirza Basic;18;31;0.051;0.019;0.594;0.67;0.521;0.523;0.38;0.289;0.531;345;49;87;636
Hard;Mirza Basic;116;76;0.082;0.029;0.593;0.737;0.57;0.636;0.409;0.276;0.542;1109;192;87;636
Grass;Pablo Cuevas;5;7;0.113;0.041;0.576;0.75;0.549;0.698;0.38;0.211;0.474;50;12;88;630
Clay;Pablo Cuevas;126;57;0.069;0.037;0.599;0.732;0.601;0.636;0.445;0.322;0.566;1352;183;88;630
Hard;Pablo Cuevas;33;45;0.078;0.044;0.591;0.714;0.564;0.6;0.373;0.281;0.532;477;78;88;630
Grass;Jiri Vesely;17;12;0.105;0.034;0.676;0.738;0.615;0.719;0.344;0.23;0.523;180;29;89;629
Clay;Jiri Vesely;80;54;0.077;0.046;0.635;0.715;0.589;0.623;0.437;0.312;0.56;962;134;89;629
Hard;Jiri Vesely;60;65;0.095;0.057;0.63;0.727;0.593;0.616;0.369;0.27;0.535;794;125;89;629
Grass;Cameron Norrie;4;10;0.053;0.047;0.624;0.672;0.56;0.598;0.4;0.248;0.463;70;14;90;627
Clay;Cameron Norrie;7;7;0.038;0.032;0.646;0.65;0.509;0.603;0.426;0.357;0.544;115;14;90;627
Hard;Cameron Norrie;78;44;0.059;0.049;0.626;0.703;0.58;0.638;0.448;0.338;0.585;880;122;90;627
Grass;Ilya Ivashka;3;3;0.098;0.025;0.617;0.717;0.525;0.618;0.174;0.254;0.617;46;6;91;622
Clay;Ilya Ivashka;13;15;0.053;0.04;0.624;0.685;0.505;0.596;0.492;0.341;0.562;179;28;91;622
Hard;Ilya Ivashka;86;54;0.078;0.035;0.613;0.726;0.557;0.607;0.414;0.316;0.578;1030;140;91;622
Grass;Denis Istomin;20;17;0.086;0.019;0.671;0.733;0.596;0.607;0.316;0.256;0.55;247;37;92;622
Clay;Denis Istomin;38;42;0.076;0.02;0.669;0.713;0.554;0.607;0.371;0.297;0.522;504;80;92;622
Hard;Denis Istomin;84;78;0.093;0.022;0.646;0.727;0.537;0.619;0.397;0.276;0.542;976;162;92;622
Grass;Laslo Djere;0;1;0.092;0.071;0.645;0.736;0.6;0.765;0.143;0.213;0.422;7;1;93;621
Clay;Laslo Djere;104;62;0.043;0.055;0.594;0.677;0.568;0.58;0.418;0.334;0.576;1388;166;93;621
Hard;Laslo Djere;15;35;0.064;0.052;0.584;0.688;0.531;0.571;0.387;0.262;0.548;279;50;93;621
Grass;Filip Krajinovic;2;3;0.083;0.038;0.583;0.746;0.62;0.613;0.333;0.22;0.494;24;5;94;620
Clay;Filip Krajinovic;114;34;0.049;0.019;0.634;0.688;0.563;0.611;0.476;0.368;0.615;1213;148;94;620
Hard;Filip Krajinovic;62;55;0.075;0.026;0.63;0.7;0.549;0.616;0.406;0.275;0.572;743;117;94;620
Grass;Ernests Gulbis;9;8;0.134;0.062;0.62;0.772;0.579;0.683;0.35;0.243;0.5;100;17;95;612
Clay;Ernests Gulbis;39;34;0.103;0.063;0.566;0.747;0.578;0.609;0.41;0.298;0.553;512;73;95;612
Hard;Ernests Gulbis;55;58;0.131;0.061;0.576;0.775;0.555;0.655;0.358;0.271;0.527;643;113;95;612
Grass;Marcel Granollers;10;9;0.081;0.033;0.647;0.696;0.588;0.676;0.327;0.277;0.532;156;19;96;598
Clay;Marcel Granollers;46;56;0.046;0.023;0.632;0.681;0.52;0.546;0.417;0.334;0.533;688;102;96;598
Hard;Marcel Granollers;85;69;0.068;0.031;0.622;0.719;0.561;0.61;0.389;0.311;0.557;1089;154;96;598
Carpet;Evgeny Donskoy;2;1;0.087;0.021;0.516;0.792;0.582;0.783;0.435;0.225;0.574;23;3;97;594
Grass;Evgeny Donskoy;5;12;0.072;0.029;0.603;0.696;0.57;0.64;0.294;0.234;0.487;85;17;97;594
Clay;Evgeny Donskoy;29;39;0.049;0.027;0.592;0.681;0.552;0.571;0.331;0.29;0.525;450;68;97;594
Hard;Evgeny Donskoy;145;104;0.073;0.029;0.595;0.74;0.577;0.626;0.388;0.281;0.56;1604;249;97;594
Grass;Radu Albot;6;5;0.05;0.031;0.654;0.696;0.624;0.588;0.336;0.284;0.598;113;11;98;592
Clay;Radu Albot;73;58;0.012;0.034;0.664;0.633;0.548;0.565;0.454;0.333;0.594;1031;131;98;592
Hard;Radu Albot;107;88;0.03;0.033;0.658;0.656;0.56;0.583;0.427;0.322;0.576;1510;195;98;592
Grass;Reilly Opelka;3;5;0.177;0.039;0.592;0.749;0.637;0.676;0.292;0.21;0.418;24;8;99;590
Clay;Reilly Opelka;16;11;0.164;0.043;0.608;0.754;0.599;0.725;0.351;0.26;0.487;131;27;99;590
Hard;Reilly Opelka;47;36;0.225;0.048;0.599;0.811;0.631;0.663;0.305;0.221;0.492;406;83;99;590
Grass;Ivo Karlovic;30;19;0.261;0.051;0.665;0.839;0.671;0.734;0.288;0.199;0.446;198;49;100;589
Clay;Ivo Karlovic;20;25;0.207;0.041;0.67;0.821;0.602;0.686;0.289;0.189;0.455;152;45;100;589
Hard;Ivo Karlovic;97;76;0.255;0.052;0.648;0.836;0.658;0.758;0.308;0.207;0.451;636;173;100;589
Clay;Thomas Fabbiano;31;45;0.02;0.037;0.651;0.617;0.555;0.561;0.421;0.337;0.574;591;76;101;573
Grass;Thomas Fabbiano;12;8;0.029;0.036;0.664;0.699;0.579;0.523;0.42;0.315;0.626;162;20;101;573
Hard;Thomas Fabbiano;106;84;0.029;0.04;0.645;0.661;0.577;0.593;0.419;0.327;0.585;1463;190;101;573
Clay;Ugo Humbert;0;2;0.029;0.058;0.607;0.581;0.552;0.679;0.286;0.274;0.551;14;2;102;572
Hard;Ugo Humbert;45;24;0.1;0.044;0.577;0.752;0.599;0.649;0.373;0.285;0.567;474;69;102;572
Grass;Michael Mmoh;5;7;0.05;0.049;0.676;0.708;0.607;0.613;0.38;0.256;0.572;79;12;103;563
Clay;Michael Mmoh;7;9;0.033;0.065;0.662;0.595;0.588;0.487;0.415;0.372;0.542;135;16;103;563
Hard;Michael Mmoh;87;54;0.057;0.054;0.641;0.701;0.577;0.58;0.436;0.302;0.566;912;141;103;563
Hard;Pedro Sousa;2;8;0.031;0.057;0.625;0.653;0.538;0.565;0.327;0.292;0.542;52;10;104;550
Clay;Pedro Sousa;104;57;0.022;0.041;0.708;0.647;0.564;0.59;0.468;0.365;0.604;1321;161;104;550
Grass;Guillermo Garcia Lopez;6;11;0.062;0.056;0.595;0.76;0.578;0.624;0.344;0.252;0.492;93;17;105;543
Clay;Guillermo Garcia Lopez;83;58;0.038;0.045;0.584;0.697;0.564;0.589;0.408;0.335;0.567;1165;141;105;543
Hard;Guillermo Garcia Lopez;56;71;0.057;0.053;0.544;0.719;0.559;0.595;0.414;0.276;0.563;826;127;105;543
Grass;Jack Sock;10;10;0.081;0.056;0.588;0.749;0.671;0.739;0.362;0.217;0.524;105;20;106;540
Clay;Jack Sock;35;24;0.058;0.047;0.577;0.735;0.59;0.628;0.401;0.301;0.523;419;59;106;540
Hard;Jack Sock;110;72;0.089;0.053;0.592;0.747;0.603;0.619;0.392;0.273;0.555;1171;182;106;540
Grass;Lorenzo Sonego;0;2;0.055;0.061;0.622;0.657;0.538;0.214;0.4;0.191;0.433;10;2;107;532
Clay;Lorenzo Sonego;44;44;0.054;0.033;0.628;0.683;0.553;0.618;0.396;0.321;0.557;654;88;107;532
Hard;Lorenzo Sonego;54;38;0.088;0.032;0.64;0.739;0.56;0.607;0.41;0.298;0.575;625;92;107;532
Clay;Felix Auger Aliassime;34;18;0.068;0.062;0.607;0.719;0.577;0.659;0.467;0.353;0.59;366;52;108;527
Hard;Felix Auger Aliassime;38;30;0.082;0.047;0.627;0.704;0.552;0.592;0.408;0.326;0.549;466;68;108;527
Grass;Paolo Lorenzi;3;13;0.053;0.027;0.598;0.691;0.522;0.572;0.313;0.244;0.52;96;16;109;525
Clay;Paolo Lorenzi;150;79;0.056;0.034;0.556;0.711;0.559;0.603;0.443;0.342;0.566;1778;229;109;525
Hard;Paolo Lorenzi;51;56;0.064;0.037;0.577;0.715;0.548;0.58;0.425;0.283;0.553;697;107;109;525
Grass;Prajnesh Gunneswaran;4;2;0.088;0.025;0.652;0.759;0.521;0.667;0.459;0.311;0.538;37;6;110;521
Clay;Prajnesh Gunneswaran;15;12;0.056;0.036;0.626;0.693;0.579;0.648;0.446;0.3;0.576;168;27;110;521
Hard;Prajnesh Gunneswaran;52;46;0.07;0.032;0.622;0.71;0.553;0.593;0.437;0.291;0.565;552;98;110;521
Grass;Jared Donaldson;7;10;0.071;0.047;0.515;0.736;0.549;0.633;0.38;0.261;0.521;100;17;111;520
Clay;Jared Donaldson;25;25;0.047;0.042;0.53;0.703;0.553;0.539;0.407;0.298;0.557;337;50;111;520
Hard;Jared Donaldson;96;86;0.075;0.045;0.527;0.748;0.579;0.596;0.383;0.28;0.583;1250;182;111;520
Clay;Casper Ruud;48;43;0.049;0.033;0.652;0.686;0.569;0.618;0.433;0.298;0.586;601;91;112;518
Hard;Casper Ruud;29;22;0.067;0.033;0.644;0.696;0.577;0.617;0.392;0.277;0.559;334;51;112;518
Grass;Jason Kubler;3;3;0.05;0.059;0.642;0.697;0.554;0.656;0.488;0.303;0.512;41;6;113;516
Clay;Jason Kubler;32;30;0.052;0.08;0.57;0.701;0.587;0.56;0.415;0.345;0.595;499;62;113;516
Hard;Jason Kubler;46;19;0.065;0.063;0.613;0.727;0.6;0.586;0.463;0.324;0.597;473;65;113;516
Clay;Lukas Lacko;2;5;0.052;0.036;0.583;0.637;0.534;0.478;0.345;0.214;0.435;29;7;114;514
Carpet;Lukas Lacko;4;3;0.119;0.022;0.632;0.746;0.526;0.674;0.432;0.264;0.577;44;7;114;514
Grass;Lukas Lacko;23;18;0.084;0.03;0.636;0.734;0.593;0.62;0.402;0.244;0.536;219;41;114;514
Hard;Lukas Lacko;134;105;0.1;0.03;0.591;0.745;0.563;0.628;0.41;0.279;0.566;1508;239;114;514
Carpet;Elias Ymer;0;1;0.098;0.033;0.426;0.654;0.485;0.556;0.5;0.161;0.645;4;1;115;511
Grass;Elias Ymer;0;3;0.07;0.047;0.624;0.731;0.48;0.607;0.273;0.199;0.439;11;3;115;511
Clay;Elias Ymer;76;56;0.045;0.04;0.588;0.683;0.549;0.619;0.41;0.328;0.562;993;132;115;511
Hard;Elias Ymer;59;57;0.064;0.043;0.595;0.713;0.535;0.593;0.396;0.303;0.561;798;116;115;511
Carpet;Ricardas Berankis;0;1;0.079;0.079;0.382;0.676;0.625;0.5;0.6;0.149;0.78;5;1;116;507
Grass;Ricardas Berankis;7;13;0.046;0.037;0.641;0.671;0.619;0.599;0.359;0.28;0.523;153;20;116;507
Clay;Ricardas Berankis;21;20;0.032;0.038;0.584;0.688;0.566;0.603;0.414;0.298;0.547;268;41;116;507
Hard;Ricardas Berankis;141;88;0.057;0.037;0.592;0.725;0.591;0.618;0.399;0.295;0.576;1605;229;116;507
Carpet;Ruben Bemelmans;8;1;0.104;0.053;0.598;0.799;0.641;0.788;0.429;0.298;0.579;56;9;117;496
Grass;Ruben Bemelmans;5;17;0.058;0.037;0.648;0.705;0.597;0.634;0.261;0.225;0.523;142;22;117;496
Clay;Ruben Bemelmans;16;17;0.063;0.047;0.618;0.673;0.559;0.558;0.425;0.346;0.586;268;33;117;496
Hard;Ruben Bemelmans;125;93;0.073;0.037;0.633;0.725;0.592;0.645;0.401;0.295;0.559;1410;218;117;496
Clay;Juan Ignacio Londero;139;95;0.037;0.043;0.574;0.691;0.581;0.61;0.438;0.331;0.589;1751;234;118;491
Hard;Juan Ignacio Londero;18;20;0.045;0.051;0.578;0.677;0.542;0.57;0.467;0.291;0.605;229;38;118;491
Grass;Peter Polansky;4;8;0.078;0.021;0.585;0.707;0.605;0.594;0.382;0.268;0.559;68;12;119;482
Clay;Peter Polansky;18;23;0.047;0.034;0.602;0.662;0.543;0.557;0.424;0.306;0.545;245;41;119;482
Hard;Peter Polansky;116;86;0.065;0.036;0.585;0.709;0.578;0.612;0.409;0.297;0.56;1368;202;119;482
Hard;Thiago Monteiro;19;28;0.061;0.034;0.633;0.696;0.571;0.592;0.41;0.258;0.533;266;47;120;475
Grass;Thiago Monteiro;1;1;0.061;0.017;0.628;0.785;0.533;0.667;0.185;0.239;0.485;27;2;120;475
Clay;Thiago Monteiro;109;87;0.05;0.028;0.637;0.696;0.55;0.617;0.418;0.304;0.551;1298;196;120;475
Carpet;Jason Jung;3;4;0.075;0.018;0.63;0.705;0.539;0.619;0.296;0.251;0.564;54;7;121;470
Grass;Jason Jung;5;8;0.054;0.042;0.694;0.69;0.597;0.595;0.382;0.25;0.573;68;13;121;470
Clay;Jason Jung;9;6;0.068;0.034;0.638;0.71;0.571;0.576;0.366;0.306;0.513;93;15;121;470
Hard;Jason Jung;106;94;0.055;0.045;0.615;0.694;0.566;0.589;0.392;0.315;0.573;1426;200;121;470
Hard;Hugo Dellien;1;6;0.007;0.028;0.728;0.581;0.508;0.478;0.3;0.297;0.55;50;7;122;466
Clay;Hugo Dellien;65;52;0.023;0.03;0.713;0.646;0.56;0.575;0.417;0.349;0.585;918;117;122;466
Grass;Marco Trungelliti;1;1;0.084;0.021;0.639;0.738;0.662;0.625;0.417;0.237;0.525;12;2;123;463
Clay;Marco Trungelliti;83;57;0.038;0.046;0.582;0.665;0.556;0.6;0.436;0.351;0.575;1138;140;123;463
Hard;Marco Trungelliti;38;43;0.057;0.045;0.586;0.686;0.55;0.59;0.425;0.304;0.565;537;81;123;463
Grass;Marcos Baghdatis;26;18;0.106;0.044;0.559;0.785;0.611;0.628;0.357;0.266;0.566;286;44;124;460
Clay;Marcos Baghdatis;5;15;0.06;0.033;0.53;0.708;0.523;0.604;0.317;0.305;0.508;145;20;124;460
Hard;Marcos Baghdatis;96;69;0.1;0.047;0.534;0.751;0.57;0.593;0.407;0.296;0.585;1158;165;124;460
Grass;David Ferrer;6;10;0.033;0.035;0.656;0.663;0.561;0.633;0.422;0.286;0.528;116;16;125;460
Clay;David Ferrer;72;34;0.029;0.042;0.62;0.685;0.581;0.6;0.419;0.352;0.583;968;106;125;460
Hard;David Ferrer;102;57;0.032;0.041;0.614;0.7;0.588;0.614;0.419;0.321;0.606;1400;159;125;460
Clay;Yannick Maden;36;25;0.024;0.027;0.633;0.653;0.542;0.564;0.456;0.354;0.604;496;61;126;460
Hard;Yannick Maden;48;35;0.038;0.029;0.605;0.677;0.548;0.589;0.45;0.327;0.596;607;83;126;460
Grass;Yannick Maden;3;5;0.049;0.024;0.625;0.652;0.494;0.646;0.36;0.259;0.547;50;8;126;460
Grass;Lloyd Harris;1;3;0.136;0.032;0.628;0.742;0.486;0.727;0.222;0.193;0.433;9;4;127;458
Clay;Lloyd Harris;8;13;0.052;0.035;0.584;0.702;0.51;0.574;0.347;0.27;0.498;121;21;127;458
Hard;Lloyd Harris;62;31;0.131;0.036;0.592;0.764;0.562;0.629;0.441;0.311;0.562;606;93;127;458
Grass;Quentin Halys;4;2;0.122;0.049;0.634;0.746;0.615;0.667;0.267;0.224;0.497;30;6;128;445
Clay;Quentin Halys;30;23;0.088;0.067;0.587;0.745;0.588;0.678;0.412;0.323;0.542;369;53;128;445
Hard;Quentin Halys;78;79;0.125;0.085;0.571;0.765;0.563;0.598;0.403;0.283;0.572;976;157;128;445
Grass;Adrian Menendez Maceiras;4;10;0.064;0.03;0.657;0.7;0.566;0.638;0.33;0.259;0.537;100;14;129;442
Clay;Adrian Menendez Maceiras;37;31;0.055;0.028;0.608;0.697;0.538;0.596;0.434;0.313;0.577;440;68;129;442
Hard;Adrian Menendez Maceiras;129;84;0.071;0.025;0.616;0.72;0.566;0.626;0.413;0.304;0.568;1478;213;129;442
Carpet;Matthias Bachinger;1;1;0.145;0.059;0.566;0.814;0.596;0.833;0.235;0.228;0.577;17;2;130;440
Grass;Matthias Bachinger;5;6;0.091;0.042;0.65;0.729;0.555;0.627;0.414;0.281;0.48;58;11;130;440
Clay;Matthias Bachinger;30;37;0.068;0.04;0.589;0.699;0.505;0.559;0.364;0.314;0.542;483;67;130;440
Hard;Matthias Bachinger;105;62;0.097;0.032;0.622;0.73;0.544;0.625;0.412;0.311;0.579;1139;167;130;440
Clay;Miomir Kecmanovic;15;13;0.037;0.031;0.562;0.688;0.549;0.657;0.383;0.31;0.637;230;28;131;433
Hard;Miomir Kecmanovic;41;22;0.055;0.026;0.599;0.713;0.566;0.626;0.468;0.293;0.568;378;63;131;433
Carpet;Ramkumar Ramanathan;0;1;0.176;0.047;0.682;0.707;0.696;0.333;0.5;0.214;0.5;6;1;132;433
Grass;Ramkumar Ramanathan;13;8;0.106;0.049;0.609;0.75;0.612;0.682;0.396;0.291;0.563;139;21;132;433
Clay;Ramkumar Ramanathan;18;20;0.072;0.037;0.59;0.679;0.556;0.602;0.381;0.305;0.528;239;38;132;433
Hard;Ramkumar Ramanathan;70;84;0.096;0.053;0.578;0.732;0.57;0.605;0.369;0.273;0.532;895;154;132;433
Grass;Stefano Travaglia;1;3;0.127;0.029;0.566;0.732;0.536;0.568;0.387;0.281;0.489;31;4;133;426
Clay;Stefano Travaglia;42;38;0.069;0.039;0.547;0.699;0.557;0.617;0.388;0.325;0.557;650;80;133;426
Hard;Stefano Travaglia;33;25;0.123;0.04;0.548;0.783;0.566;0.661;0.401;0.269;0.53;324;58;133;426
Grass;Sergiy Stakhovsky;31;19;0.116;0.034;0.625;0.756;0.579;0.675;0.41;0.28;0.562;315;50;134;424
Clay;Sergiy Stakhovsky;18;29;0.061;0.027;0.625;0.703;0.537;0.623;0.378;0.31;0.491;299;47;134;424
Hard;Sergiy Stakhovsky;126;106;0.095;0.033;0.614;0.738;0.552;0.63;0.384;0.293;0.533;1506;232;134;424
Grass;Noah Rubin;4;2;0.053;0.018;0.631;0.704;0.566;0.481;0.462;0.299;0.606;39;6;135;424
Clay;Noah Rubin;16;13;0.04;0.04;0.614;0.661;0.562;0.591;0.413;0.32;0.552;213;29;135;424
Hard;Noah Rubin;62;54;0.05;0.051;0.592;0.684;0.588;0.582;0.431;0.277;0.604;743;116;135;424
Grass;Bjorn Fratangelo;11;10;0.071;0.04;0.623;0.698;0.611;0.656;0.457;0.253;0.617;116;21;136;421
Clay;Bjorn Fratangelo;54;32;0.043;0.03;0.614;0.689;0.572;0.588;0.394;0.33;0.573;645;86;136;421
Hard;Bjorn Fratangelo;95;77;0.064;0.037;0.597;0.711;0.566;0.595;0.413;0.285;0.574;1091;172;136;421
Grass;Yuki Bhambri;8;9;0.028;0.044;0.665;0.686;0.563;0.582;0.447;0.29;0.594;114;17;137;420
Hard;Yuki Bhambri;119;59;0.037;0.038;0.652;0.68;0.585;0.591;0.436;0.346;0.598;1451;178;137;420
Carpet;Yuki Bhambri;3;1;0.074;0.033;0.662;0.725;0.573;0.529;0.412;0.33;0.55;34;4;137;420
Clay;Yuki Bhambri;5;3;0.035;0.034;0.627;0.642;0.529;0.649;0.375;0.313;0.546;56;8;137;420
Carpet;Gilles Muller;5;0;0.24;0.028;0.667;0.869;0.643;0.8;0.375;0.244;0.552;24;5;138;413
Grass;Gilles Muller;38;18;0.192;0.041;0.644;0.822;0.603;0.744;0.332;0.215;0.491;274;56;138;413
Clay;Gilles Muller;9;13;0.112;0.045;0.597;0.728;0.529;0.569;0.374;0.263;0.511;131;22;138;413
Hard;Gilles Muller;108;73;0.179;0.049;0.609;0.811;0.586;0.702;0.331;0.256;0.512;1008;181;138;413
Grass;Carlos Berlocq;2;5;0.037;0.037;0.63;0.657;0.516;0.635;0.471;0.23;0.524;34;7;139;411
Clay;Carlos Berlocq;141;81;0.032;0.029;0.669;0.662;0.565;0.587;0.455;0.357;0.605;1843;222;139;411
Hard;Carlos Berlocq;13;19;0.046;0.038;0.592;0.658;0.536;0.563;0.425;0.295;0.545;207;32;139;411
