PLAYER;SURFACE;W;L;Ace_Pct;Df_Pct;1st_Serve_Pct;1st_Serve_Won_Pct;2nd_Serve_Won_Pct;Break_Pt_Saved_Pct;Break_Pt_Won_Pct;1st_Serve_Return_Won_Pct;2nd_Serve_Return_Won_Pct;bp_oppy;Games_Played;Rank;Points
Kaza Vinayak Sharma;Hard;3;7;0.059;0.031;0.601;0.73;0.511;0.558;0.381;0.247;0.555;42;10;-;0
Kei Nishikori;Clay;59;19;0.033;0.026;0.612;0.711;0.565;0.658;0.453;0.331;0.597;653;78;9;3590
Kei Nishikori;Grass;21;8;0.064;0.03;0.641;0.734;0.617;0.652;0.413;0.278;0.581;225;29;9;3590
Kei Nishikori;Hard;158;59;0.052;0.034;0.597;0.73;0.592;0.634;0.408;0.299;0.593;1753;217;9;3590
Ken Onishi;Hard;3;8;0.038;0.028;0.669;0.638;0.498;0.635;0.415;0.303;0.494;53;11;-;0
Kenny De Schepper;Clay;39;59;0.055;0.045;0.7;0.655;0.561;0.6;0.39;0.316;0.534;625;98;197;261
Kenny De Schepper;Grass;7;10;0.117;0.034;0.723;0.731;0.592;0.622;0.301;0.246;0.419;73;17;197;261
Kenny De Schepper;Hard;101;77;0.098;0.042;0.7;0.731;0.593;0.657;0.375;0.288;0.534;1090;178;197;261
Kento Takeuchi;Hard;28;46;0.052;0.024;0.618;0.659;0.536;0.576;0.421;0.297;0.528;366;74;-;0
Kevin Anderson;Clay;31;24;0.123;0.035;0.643;0.751;0.57;0.657;0.357;0.288;0.497;356;55;6;4710
Kevin Anderson;Grass;26;11;0.21;0.031;0.663;0.827;0.601;0.628;0.355;0.251;0.511;228;37;6;4710
Kevin Anderson;Hard;127;74;0.175;0.04;0.635;0.782;0.601;0.689;0.354;0.254;0.524;1172;201;6;4710
Kevin King;Clay;4;7;0.073;0.052;0.62;0.733;0.508;0.563;0.436;0.288;0.556;55;11;262;159
Kevin King;Hard;48;53;0.083;0.062;0.622;0.703;0.571;0.606;0.401;0.295;0.583;676;101;262;159
Kevin Krawietz;Clay;61;35;0.037;0.032;0.611;0.673;0.545;0.606;0.443;0.346;0.587;711;96;229;216
Kevin Krawietz;Hard;40;37;0.089;0.043;0.621;0.729;0.565;0.606;0.401;0.268;0.548;426;77;229;216
Khumoun Sultanov;Hard;13;14;0.088;0.059;0.544;0.729;0.571;0.588;0.423;0.295;0.587;182;27;386;41
Kimmer Coppejans;Clay;109;75;0.035;0.048;0.653;0.661;0.532;0.581;0.433;0.373;0.604;1629;184;212;234
Kimmer Coppejans;Hard;42;41;0.053;0.044;0.654;0.683;0.53;0.572;0.39;0.313;0.577;602;83;212;234
Kittipong Wachiramanowong;Hard;4;9;0.061;0.028;0.618;0.649;0.582;0.568;0.426;0.27;0.582;68;13;-;0
Konstantin Kravchuk;Carpet;9;3;0.112;0.016;0.659;0.797;0.574;0.735;0.274;0.253;0.558;73;12;474;15
Konstantin Kravchuk;Clay;5;9;0.081;0.026;0.619;0.735;0.533;0.634;0.348;0.258;0.469;66;14;474;15
Konstantin Kravchuk;Grass;6;8;0.102;0.024;0.673;0.743;0.555;0.641;0.362;0.223;0.499;58;14;474;15
Konstantin Kravchuk;Hard;101;86;0.101;0.026;0.633;0.735;0.559;0.606;0.38;0.278;0.539;1149;187;474;15
Kristijan Mesaros;Clay;4;10;0.004;0.069;0.716;0.599;0.5;0.556;0.417;0.346;0.549;96;14;-;0
Kuan Yi Lee;Hard;15;16;0.044;0.027;0.677;0.667;0.554;0.597;0.459;0.302;0.59;185;31;-;0
Kyle Edmund;Clay;51;25;0.051;0.034;0.588;0.717;0.589;0.614;0.482;0.328;0.569;527;76;14;2150
Kyle Edmund;Grass;8;15;0.086;0.038;0.595;0.728;0.578;0.623;0.362;0.267;0.55;141;23;14;2150
Kyle Edmund;Hard;116;72;0.076;0.032;0.593;0.731;0.575;0.632;0.391;0.285;0.585;1325;188;14;2150
Lamine Ouahab;Clay;19;19;0.025;0.039;0.579;0.665;0.51;0.565;0.46;0.337;0.623;274;38;441;20
Laslo Djere;Clay;104;62;0.043;0.055;0.594;0.677;0.568;0.58;0.418;0.334;0.576;1388;166;93;621
Laslo Djere;Hard;15;35;0.064;0.052;0.584;0.688;0.531;0.571;0.387;0.262;0.548;279;50;93;621
Laurent Lokoli;Clay;10;23;0.065;0.042;0.554;0.693;0.497;0.568;0.376;0.314;0.533;221;33;-;0
Laurent Lokoli;Hard;19;25;0.072;0.048;0.596;0.705;0.547;0.581;0.391;0.296;0.563;253;44;-;0
Laurent Rochette;Hard;10;18;0.055;0.035;0.599;0.677;0.508;0.573;0.415;0.284;0.547;147;28;583;5
Laurynas Grigelis;Clay;21;31;0.056;0.051;0.565;0.699;0.557;0.583;0.378;0.305;0.561;394;52;287;134
Laurynas Grigelis;Hard;48;47;0.113;0.041;0.619;0.753;0.558;0.561;0.407;0.27;0.557;509;95;287;134
Lawrence Bataljin;Hard;3;8;0.015;0.034;0.74;0.54;0.5;0.427;0.433;0.317;0.641;60;11;-;0
Lennert Van Der Linden;Clay;6;5;0.023;0.034;0.644;0.654;0.518;0.493;0.474;0.365;0.563;76;11;-;0
Lenny Hampel;Clay;29;21;0.053;0.044;0.542;0.695;0.547;0.583;0.425;0.326;0.578;372;50;625;3
Leonardo Mayer;Clay;85;57;0.068;0.044;0.623;0.732;0.604;0.637;0.361;0.294;0.554;1039;142;56;895
Leonardo Mayer;Grass;9;7;0.09;0.031;0.64;0.77;0.596;0.743;0.303;0.227;0.509;99;16;56;895
Leonardo Mayer;Hard;42;48;0.1;0.043;0.617;0.743;0.591;0.591;0.378;0.274;0.534;543;90;56;895
Liam Broady;Clay;6;10;0.052;0.034;0.618;0.642;0.587;0.567;0.352;0.331;0.52;128;16;273;144
Liam Broady;Grass;4;17;0.061;0.029;0.658;0.663;0.566;0.633;0.315;0.24;0.559;143;21;273;144
Liam Broady;Hard;95;85;0.049;0.033;0.636;0.672;0.553;0.599;0.441;0.316;0.575;1145;180;273;144
Liam Caruana;Clay;9;11;0.038;0.035;0.553;0.669;0.514;0.6;0.398;0.309;0.57;103;20;380;43
Liam Caruana;Hard;10;12;0.1;0.024;0.614;0.75;0.549;0.574;0.325;0.252;0.542;123;22;380;43
Liang Chi Huang;Hard;11;30;0.046;0.034;0.62;0.657;0.514;0.564;0.377;0.272;0.532;207;41;-;0
Lleyton Hewitt;Grass;7;5;0.059;0.049;0.564;0.725;0.582;0.573;0.391;0.302;0.59;110;12;-;0
Lleyton Hewitt;Hard;15;15;0.069;0.054;0.527;0.723;0.556;0.647;0.417;0.296;0.581;242;30;-;0
Lloyd Glasspool;Grass;7;10;0.1;0.028;0.628;0.694;0.581;0.567;0.35;0.294;0.472;103;17;428;24
Lloyd Glasspool;Hard;44;37;0.114;0.05;0.618;0.743;0.571;0.665;0.418;0.264;0.582;435;81;428;24
Lloyd Harris;Clay;8;13;0.052;0.035;0.584;0.702;0.51;0.574;0.347;0.27;0.498;121;21;127;458
Lloyd Harris;Hard;62;31;0.131;0.036;0.592;0.764;0.562;0.629;0.441;0.311;0.562;606;93;127;458
Logan Smith;Hard;5;5;0.052;0.06;0.559;0.693;0.509;0.608;0.429;0.285;0.542;56;10;-;0
Lorenzo Frigerio;Hard;10;14;0.075;0.058;0.579;0.716;0.578;0.558;0.437;0.301;0.58;135;24;614;3
Lorenzo Giustino;Clay;75;83;0.043;0.042;0.564;0.665;0.537;0.531;0.443;0.328;0.557;1083;158;222;224
Lorenzo Giustino;Hard;13;27;0.076;0.04;0.567;0.705;0.533;0.618;0.373;0.265;0.532;217;40;222;224
Lorenzo Sonego;Clay;44;44;0.054;0.033;0.628;0.683;0.553;0.618;0.396;0.321;0.557;654;88;107;532
Lorenzo Sonego;Hard;54;38;0.088;0.032;0.64;0.739;0.56;0.607;0.41;0.298;0.575;625;92;107;532
Louis Wessels;Clay;1;10;0.045;0.083;0.625;0.574;0.489;0.473;0.349;0.276;0.503;43;11;464;16
Louk Sorensen;Clay;17;11;0.053;0.038;0.607;0.683;0.565;0.595;0.45;0.368;0.608;220;28;-;0
Louk Sorensen;Hard;6;12;0.052;0.048;0.6;0.637;0.511;0.591;0.443;0.337;0.552;115;18;-;0
Luca Giacomini;Clay;6;6;0.012;0.033;0.723;0.61;0.506;0.587;0.406;0.332;0.625;106;12;514;10
Luca Margaroli;Clay;10;21;0.068;0.037;0.634;0.672;0.553;0.565;0.432;0.289;0.504;139;31;-;0
Luca Margaroli;Hard;21;27;0.092;0.043;0.635;0.694;0.56;0.558;0.377;0.278;0.521;247;48;-;0
Luca Vanni;Clay;29;33;0.107;0.034;0.579;0.734;0.527;0.634;0.384;0.3;0.495;388;62;168;317
Luca Vanni;Hard;88;71;0.142;0.039;0.599;0.766;0.541;0.645;0.382;0.284;0.543;986;159;168;317
Lucas Catarina;Hard;7;12;0.039;0.048;0.551;0.651;0.572;0.507;0.385;0.299;0.528;122;19;480;14
Lucas Gomez;Clay;10;19;0.03;0.057;0.586;0.676;0.563;0.563;0.465;0.288;0.568;157;29;517;10
Lucas Gomez;Hard;14;29;0.029;0.043;0.642;0.643;0.535;0.565;0.363;0.263;0.597;262;43;517;10
Lucas Miedler;Clay;8;11;0.03;0.032;0.611;0.642;0.533;0.591;0.408;0.323;0.581;152;19;285;135
Lucas Miedler;Hard;36;29;0.051;0.028;0.614;0.7;0.535;0.589;0.402;0.313;0.573;423;65;285;135
Lucas Pouille;Clay;62;38;0.056;0.041;0.562;0.697;0.573;0.615;0.429;0.336;0.553;769;100;32;1245
Lucas Pouille;Grass;13;9;0.126;0.045;0.573;0.782;0.566;0.644;0.359;0.224;0.504;142;22;32;1245
Lucas Pouille;Hard;98;69;0.092;0.045;0.562;0.734;0.574;0.64;0.403;0.279;0.55;1111;167;32;1245
Lucas Renard;Hard;6;7;0.062;0.073;0.558;0.646;0.538;0.564;0.39;0.363;0.554;105;13;-;0
Luis David Martinez;Clay;8;21;0.039;0.075;0.571;0.642;0.537;0.547;0.365;0.284;0.603;170;29;574;5
Luis David Martinez;Hard;19;17;0.067;0.05;0.574;0.707;0.548;0.632;0.416;0.294;0.597;226;36;574;5
Luis Patino;Hard;6;29;0.048;0.044;0.57;0.65;0.519;0.594;0.314;0.26;0.527;188;35;569;6
Lukas Klein;Hard;10;10;0.092;0.034;0.633;0.736;0.611;0.685;0.296;0.243;0.563;98;20;520;10
Lukas Lacko;Grass;23;18;0.084;0.03;0.636;0.734;0.593;0.62;0.402;0.244;0.536;219;41;114;514
Lukas Lacko;Hard;134;105;0.1;0.03;0.591;0.745;0.563;0.628;0.41;0.279;0.566;1508;239;114;514
Lukas Rosol;Clay;83;53;0.065;0.039;0.598;0.716;0.559;0.634;0.408;0.304;0.556;923;136;142;383
Lukas Rosol;Grass;4;11;0.079;0.05;0.615;0.743;0.584;0.628;0.364;0.217;0.559;88;15;142;383
Lukas Rosol;Hard;72;74;0.08;0.043;0.594;0.73;0.562;0.641;0.348;0.261;0.536;903;146;142;383
Lukas Ruepke;Clay;5;6;0.043;0.048;0.59;0.671;0.547;0.638;0.409;0.302;0.591;66;11;-;0
Lukasz Kubot;Clay;4;7;0.05;0.052;0.625;0.645;0.546;0.586;0.329;0.293;0.517;76;11;-;0
Lukasz Kubot;Hard;10;16;0.088;0.067;0.606;0.716;0.602;0.632;0.387;0.27;0.554;155;26;-;0
Luke Bambridge;Grass;4;7;0.137;0.036;0.61;0.775;0.541;0.655;0.4;0.25;0.52;45;11;-;0
Luke Bambridge;Hard;27;30;0.11;0.058;0.537;0.731;0.575;0.616;0.409;0.297;0.533;335;57;-;0
Luke Saville;Grass;13;17;0.064;0.051;0.619;0.703;0.582;0.589;0.389;0.284;0.497;162;30;362;54
Luke Saville;Hard;80;89;0.067;0.06;0.578;0.7;0.573;0.598;0.425;0.316;0.553;1088;169;362;54
Maciej Rajski;Clay;5;7;0.044;0.047;0.622;0.635;0.546;0.543;0.407;0.301;0.5;59;12;-;0
Mackenzie Mcdonald;Grass;12;8;0.063;0.026;0.685;0.719;0.609;0.625;0.386;0.259;0.529;114;20;78;688
Mackenzie Mcdonald;Hard;79;63;0.05;0.041;0.604;0.703;0.558;0.607;0.42;0.314;0.59;1026;142;78;688
Makoto Ochi;Hard;24;23;0.035;0.044;0.57;0.64;0.566;0.522;0.43;0.341;0.602;351;47;358;57
Malek Jaziri;Clay;26;29;0.036;0.03;0.535;0.686;0.52;0.621;0.406;0.309;0.579;401;55;45;1014
Malek Jaziri;Grass;7;17;0.054;0.05;0.543;0.722;0.543;0.594;0.395;0.234;0.515;124;24;45;1014
Malek Jaziri;Hard;143;112;0.059;0.038;0.529;0.724;0.551;0.613;0.393;0.283;0.562;1747;255;45;1014
Manish Sureshkumar;Hard;8;8;0.043;0.041;0.605;0.636;0.51;0.509;0.515;0.351;0.571;103;16;581;5
Manuel Guinard;Hard;2;12;0.071;0.052;0.577;0.66;0.514;0.587;0.407;0.255;0.48;59;14;457;17
Manuel Pena Lopez;Clay;8;15;0.02;0.042;0.571;0.635;0.545;0.56;0.425;0.328;0.555;160;23;477;14
Manuel Sanchez;Clay;8;10;0.076;0.078;0.588;0.681;0.574;0.604;0.404;0.257;0.616;99;18;479;14
Manuel Sanchez;Hard;11;19;0.092;0.081;0.576;0.742;0.589;0.665;0.365;0.278;0.541;167;30;479;14
Mao Xin Gong;Hard;5;12;0.047;0.061;0.568;0.654;0.515;0.625;0.478;0.294;0.591;92;17;-;0
Marc Andrea Huesler;Hard;14;14;0.1;0.049;0.552;0.749;0.57;0.624;0.43;0.286;0.563;165;28;371;48
Marc Gicquel;Hard;9;9;0.102;0.041;0.58;0.761;0.534;0.632;0.326;0.281;0.565;135;18;-;0
Marc Giner;Clay;8;15;0.024;0.04;0.652;0.633;0.533;0.549;0.464;0.322;0.509;125;23;629;3
Marc Polmans;Clay;14;12;0.025;0.047;0.623;0.653;0.591;0.604;0.448;0.357;0.586;203;26;166;318
Marc Polmans;Grass;6;6;0.043;0.036;0.655;0.697;0.569;0.649;0.359;0.311;0.633;92;12;166;318
Marc Polmans;Hard;37;44;0.034;0.05;0.636;0.657;0.562;0.555;0.416;0.324;0.591;567;81;166;318
Marc Sieber;Clay;17;15;0.018;0.057;0.63;0.656;0.554;0.569;0.485;0.351;0.63;260;32;499;11
Marc Sieber;Hard;19;19;0.044;0.05;0.595;0.691;0.572;0.563;0.425;0.303;0.606;273;38;499;11
Marcel Granollers;Clay;46;56;0.046;0.023;0.632;0.681;0.52;0.546;0.417;0.334;0.533;688;102;96;598
Marcel Granollers;Grass;10;9;0.081;0.033;0.647;0.696;0.588;0.676;0.327;0.277;0.532;156;19;96;598
Marcel Granollers;Hard;85;69;0.068;0.031;0.622;0.719;0.561;0.61;0.389;0.311;0.557;1089;154;96;598
Marcelo Arevalo;Clay;61;45;0.061;0.054;0.614;0.701;0.597;0.619;0.396;0.312;0.577;745;106;220;225
Marcelo Arevalo;Hard;45;56;0.071;0.049;0.632;0.703;0.556;0.608;0.414;0.307;0.547;654;101;220;225
Marcelo Zormann Da Silva;Clay;15;22;0.036;0.054;0.595;0.674;0.542;0.581;0.427;0.331;0.582;239;37;-;0
Marcin Gawron;Clay;6;12;0.045;0.04;0.611;0.63;0.61;0.594;0.431;0.32;0.597;123;18;-;0
Marco Bortolotti;Clay;15;27;0.028;0.039;0.634;0.623;0.537;0.587;0.408;0.334;0.575;304;42;572;6
Marco Cecchinato;Clay;191;95;0.05;0.031;0.661;0.684;0.577;0.601;0.445;0.341;0.578;2040;286;20;1819
Marco Cecchinato;Hard;12;37;0.076;0.046;0.623;0.691;0.534;0.562;0.281;0.217;0.49;221;49;20;1819
Marco Chiudinelli;Grass;5;7;0.052;0.022;0.659;0.683;0.546;0.444;0.367;0.226;0.582;49;12;-;0
Marco Chiudinelli;Hard;75;63;0.058;0.024;0.597;0.708;0.559;0.608;0.426;0.287;0.566;870;138;-;0
Marco Trungelliti;Clay;83;57;0.038;0.046;0.582;0.665;0.556;0.6;0.436;0.351;0.575;1138;140;123;463
Marco Trungelliti;Hard;38;43;0.057;0.045;0.586;0.686;0.55;0.59;0.425;0.304;0.565;537;81;123;463
Marcos Baghdatis;Clay;5;15;0.06;0.033;0.53;0.708;0.523;0.604;0.317;0.305;0.508;145;20;124;460
Marcos Baghdatis;Grass;26;18;0.106;0.044;0.559;0.785;0.611;0.628;0.357;0.266;0.566;286;44;124;460
Marcos Baghdatis;Hard;96;69;0.1;0.047;0.534;0.751;0.57;0.593;0.407;0.296;0.585;1158;165;124;460
Marcos Giron;Hard;55;63;0.058;0.043;0.626;0.71;0.55;0.609;0.383;0.297;0.557;792;118;308;103
Marcus Daniell;Hard;6;7;0.064;0.039;0.672;0.658;0.546;0.521;0.419;0.305;0.562;74;13;-;0
Marcus Willis;Grass;4;8;0.127;0.048;0.633;0.72;0.511;0.677;0.362;0.241;0.429;47;12;-;0
Marcus Willis;Hard;3;9;0.158;0.063;0.604;0.781;0.542;0.657;0.354;0.27;0.441;48;12;-;0
Marek Gengel;Clay;4;11;0.097;0.061;0.545;0.721;0.47;0.56;0.438;0.298;0.587;80;15;-;0
Marek Jaloviec;Clay;5;15;0.033;0.076;0.568;0.62;0.537;0.477;0.391;0.313;0.521;110;20;-;0
Marek Jaloviec;Hard;11;13;0.068;0.05;0.637;0.701;0.566;0.619;0.398;0.247;0.551;103;24;-;0
Marek Michalicka;Clay;18;23;0.035;0.052;0.588;0.625;0.529;0.527;0.475;0.356;0.593;320;41;-;0
Marek Michalicka;Hard;7;13;0.056;0.05;0.563;0.677;0.568;0.62;0.351;0.259;0.54;114;20;-;0
Mariano Kestelboim;Clay;10;12;0.018;0.041;0.662;0.603;0.512;0.511;0.466;0.365;0.601;161;22;-;0
Marin Cilic;Clay;49;25;0.107;0.032;0.568;0.775;0.566;0.64;0.442;0.332;0.556;545;74;7;4250
Marin Cilic;Grass;36;12;0.179;0.031;0.612;0.836;0.592;0.703;0.327;0.273;0.551;394;48;7;4250
Marin Cilic;Hard;137;69;0.132;0.036;0.569;0.784;0.572;0.631;0.373;0.292;0.551;1578;206;7;4250
Marinko Matosevic;Clay;6;13;0.046;0.023;0.62;0.657;0.507;0.564;0.381;0.288;0.532;113;19;410;28
Marinko Matosevic;Grass;11;8;0.088;0.032;0.613;0.733;0.584;0.701;0.405;0.251;0.579;121;19;410;28
Marinko Matosevic;Hard;104;77;0.061;0.045;0.589;0.708;0.578;0.613;0.429;0.319;0.585;1218;181;410;28
Mario Vilella Martinez;Clay;25;21;0.049;0.064;0.625;0.669;0.592;0.533;0.435;0.338;0.607;340;46;271;148
Mario Vilella Martinez;Hard;6;11;0.075;0.083;0.578;0.708;0.579;0.555;0.414;0.323;0.51;99;17;271;148
Marius Copil;Clay;21;35;0.086;0.038;0.604;0.706;0.575;0.611;0.403;0.284;0.463;268;56;60;823
Marius Copil;Grass;20;13;0.143;0.034;0.617;0.764;0.616;0.675;0.328;0.263;0.491;177;33;60;823
Marius Copil;Hard;115;76;0.152;0.038;0.581;0.787;0.589;0.656;0.379;0.277;0.526;1043;191;60;823
Mark Verryth;Hard;7;7;0.118;0.072;0.599;0.759;0.58;0.663;0.338;0.257;0.55;77;14;-;0
Marko Tepavac;Clay;14;18;0.105;0.063;0.595;0.709;0.572;0.561;0.434;0.32;0.533;205;32;-;0
Marko Tepavac;Hard;18;23;0.127;0.039;0.641;0.727;0.562;0.467;0.402;0.238;0.524;209;41;-;0
Markos Kalovelonis;Hard;10;8;0.104;0.042;0.583;0.703;0.543;0.648;0.333;0.28;0.542;117;18;-;0
Markus Eriksson;Clay;35;32;0.038;0.031;0.618;0.654;0.527;0.579;0.465;0.336;0.595;458;67;425;24
Markus Eriksson;Hard;6;10;0.059;0.016;0.645;0.626;0.521;0.532;0.392;0.301;0.545;120;16;425;24
Marsel Ilhan;Clay;24;31;0.059;0.027;0.582;0.685;0.515;0.601;0.363;0.311;0.545;375;55;543;7
Marsel Ilhan;Grass;5;6;0.083;0.03;0.59;0.747;0.582;0.619;0.349;0.234;0.543;63;11;543;7
Marsel Ilhan;Hard;79;55;0.072;0.025;0.619;0.722;0.532;0.619;0.387;0.287;0.561;904;134;543;7
Martin Alund;Clay;26;28;0.051;0.045;0.568;0.702;0.569;0.602;0.411;0.296;0.592;341;54;-;0
Martin Cuevas;Clay;49;47;0.072;0.052;0.552;0.708;0.564;0.542;0.397;0.317;0.556;667;96;305;106
Martin Fischer;Clay;10;9;0.026;0.026;0.581;0.652;0.565;0.653;0.464;0.348;0.516;125;19;-;0
Martin Fischer;Hard;13;15;0.054;0.037;0.59;0.68;0.553;0.563;0.372;0.303;0.542;180;28;-;0
Martin Klizan;Clay;91;44;0.049;0.042;0.588;0.692;0.564;0.601;0.443;0.337;0.587;1062;135;41;1050
Martin Klizan;Hard;59;52;0.066;0.046;0.598;0.699;0.569;0.604;0.403;0.276;0.576;771;111;41;1050
Martin Redlicki;Hard;11;12;0.101;0.04;0.657;0.704;0.603;0.688;0.362;0.233;0.609;116;23;445;20
Martin Vaisse;Clay;5;7;0.037;0.035;0.532;0.682;0.555;0.575;0.406;0.291;0.519;69;12;-;0
Martin Vaisse;Hard;2;8;0.056;0.065;0.511;0.683;0.541;0.532;0.477;0.26;0.594;44;10;-;0
Martins Podzus;Hard;8;7;0.064;0.038;0.656;0.713;0.605;0.69;0.319;0.273;0.544;94;15;608;3
Marton Fucsovics;Clay;75;54;0.041;0.038;0.573;0.67;0.567;0.598;0.44;0.343;0.585;1030;129;36;1122
Marton Fucsovics;Grass;8;5;0.077;0.061;0.524;0.753;0.588;0.541;0.457;0.324;0.548;81;13;36;1122
Marton Fucsovics;Hard;94;65;0.074;0.044;0.567;0.727;0.58;0.629;0.403;0.322;0.572;1222;159;36;1122
Marvin Netuschil;Clay;10;7;0.017;0.047;0.709;0.617;0.53;0.583;0.404;0.387;0.603;156;17;430;23
Masato Shiga;Hard;3;10;0.005;0.018;0.7;0.535;0.416;0.504;0.468;0.345;0.561;77;13;-;0
Mate Delic;Clay;36;36;0.073;0.027;0.614;0.696;0.524;0.582;0.401;0.288;0.562;444;72;-;0
Mate Delic;Hard;7;17;0.106;0.032;0.643;0.701;0.59;0.647;0.345;0.197;0.51;84;24;-;0
Mate Pavic;Clay;4;8;0.09;0.038;0.647;0.664;0.515;0.549;0.443;0.318;0.471;61;12;-;0
Mate Pavic;Grass;7;3;0.116;0.023;0.673;0.739;0.489;0.696;0.422;0.238;0.506;45;10;-;0
Mate Pavic;Hard;11;13;0.108;0.04;0.632;0.72;0.517;0.614;0.395;0.297;0.555;147;24;-;0
Mate Valkusz;Clay;7;7;0.023;0.031;0.626;0.659;0.562;0.5;0.443;0.352;0.596;115;14;311;98
Mate Valkusz;Hard;4;6;0.033;0.051;0.606;0.658;0.515;0.522;0.397;0.299;0.548;58;10;311;98
Matej Sabanov;Hard;9;13;0.042;0.064;0.594;0.674;0.54;0.49;0.448;0.305;0.58;134;22;-;0
Mathias Bourgue;Clay;79;75;0.055;0.034;0.625;0.671;0.545;0.565;0.413;0.348;0.566;1099;154;265;158
Mathias Bourgue;Hard;39;35;0.111;0.039;0.631;0.724;0.548;0.578;0.395;0.27;0.565;420;74;265;158
Matias Zukas;Clay;4;7;0.05;0.042;0.559;0.635;0.563;0.562;0.397;0.314;0.556;78;11;-;0
Matija Pecotic;Hard;17;12;0.053;0.039;0.598;0.681;0.58;0.544;0.378;0.329;0.571;222;29;-;0
Mats Moraing;Clay;11;19;0.107;0.079;0.545;0.749;0.548;0.57;0.351;0.286;0.554;194;30;150;359
Mats Moraing;Hard;45;34;0.184;0.07;0.581;0.804;0.61;0.66;0.414;0.281;0.571;430;79;150;359
Matt Reid;Clay;3;7;0.082;0.06;0.576;0.7;0.555;0.547;0.333;0.263;0.504;51;10;-;0
Matt Reid;Grass;7;5;0.145;0.05;0.606;0.78;0.607;0.667;0.463;0.269;0.473;41;12;-;0
Matt Reid;Hard;30;44;0.111;0.061;0.557;0.74;0.558;0.645;0.378;0.257;0.503;360;74;-;0
Matteo Berrettini;Clay;27;19;0.067;0.024;0.623;0.743;0.592;0.647;0.363;0.301;0.517;281;46;54;932
Matteo Berrettini;Hard;56;34;0.114;0.024;0.613;0.765;0.578;0.658;0.358;0.286;0.531;572;90;54;932
Matteo Donati;Clay;74;68;0.052;0.024;0.653;0.678;0.562;0.601;0.413;0.315;0.557;975;142;203;248
Matteo Donati;Hard;19;29;0.075;0.032;0.633;0.708;0.537;0.601;0.391;0.252;0.558;235;48;203;248
Matteo Trevisan;Clay;4;9;0.039;0.041;0.648;0.668;0.482;0.587;0.443;0.321;0.54;79;13;-;0
Matteo Viola;Clay;48;63;0.016;0.055;0.659;0.617;0.543;0.577;0.422;0.359;0.602;920;111;291;130
Matteo Viola;Hard;30;47;0.031;0.067;0.614;0.654;0.556;0.541;0.417;0.33;0.595;614;77;291;130
Matthew Barton;Grass;6;6;0.153;0.041;0.635;0.79;0.601;0.673;0.319;0.195;0.52;47;12;-;0
Matthew Barton;Hard;40;41;0.138;0.041;0.582;0.763;0.52;0.649;0.39;0.271;0.515;392;81;-;0
Matthew Christopher Romios;Hard;4;8;0.06;0.054;0.578;0.642;0.565;0.587;0.417;0.305;0.569;72;12;-;0
Matthew Ebden;Clay;4;9;0.087;0.057;0.63;0.697;0.478;0.5;0.375;0.27;0.462;56;13;46;1001
Matthew Ebden;Grass;38;18;0.08;0.055;0.654;0.758;0.619;0.591;0.406;0.307;0.59;404;56;46;1001
Matthew Ebden;Hard;92;84;0.076;0.062;0.603;0.715;0.563;0.586;0.435;0.307;0.559;1119;176;46;1001
Matthias Bachinger;Clay;30;37;0.068;0.04;0.589;0.699;0.505;0.559;0.364;0.314;0.542;483;67;130;440
Matthias Bachinger;Grass;5;6;0.091;0.042;0.65;0.729;0.555;0.627;0.414;0.281;0.48;58;11;130;440
Matthias Bachinger;Hard;105;62;0.097;0.032;0.622;0.73;0.544;0.625;0.412;0.311;0.579;1139;167;130;440
Matwe Middelkoop;Hard;11;8;0.068;0.038;0.57;0.686;0.559;0.636;0.458;0.284;0.531;107;19;-;0
Mauricio Astorga;Hard;1;9;0.083;0.035;0.496;0.751;0.519;0.639;0.278;0.226;0.476;36;10;-;0
Mauricio Echazu;Clay;12;21;0.025;0.043;0.687;0.603;0.538;0.522;0.425;0.338;0.597;261;33;-;0
Maverick Banes;Clay;5;7;0.04;0.05;0.614;0.657;0.548;0.52;0.519;0.346;0.625;79;12;297;125
Maverick Banes;Hard;38;42;0.042;0.034;0.623;0.674;0.585;0.599;0.468;0.296;0.579;440;80;297;125
Max Purcell;Clay;8;3;0.083;0.027;0.495;0.697;0.513;0.573;0.452;0.35;0.591;84;11;280;138
Max Purcell;Hard;38;44;0.092;0.036;0.589;0.724;0.537;0.622;0.377;0.296;0.555;512;82;280;138
Maxim Dubarenco;Clay;5;8;0.033;0.034;0.671;0.634;0.585;0.481;0.347;0.3;0.534;75;13;-;0
Maxim Dubarenco;Hard;5;7;0.047;0.034;0.667;0.649;0.565;0.617;0.356;0.306;0.568;104;12;-;0
Maxime Authom;Clay;6;10;0.028;0.037;0.591;0.641;0.519;0.582;0.407;0.305;0.544;108;16;-;0
Maxime Authom;Hard;21;23;0.057;0.033;0.637;0.697;0.571;0.602;0.46;0.28;0.552;235;44;-;0
Maxime Chazal;Clay;28;30;0.028;0.034;0.672;0.635;0.541;0.526;0.471;0.337;0.612;414;58;-;0
Maxime Chazal;Hard;3;9;0.039;0.046;0.6;0.63;0.533;0.596;0.397;0.283;0.562;73;12;-;0
Maxime Hamou;Clay;20;28;0.031;0.03;0.639;0.648;0.543;0.599;0.393;0.297;0.561;313;48;-;0
