 PLAYER ; SURFACE ; Rank ; Points ; Games_Played ; W ; L ;   Ace_Pct   ;   Df_Pct   ;   1st_Serve_Pct   ;   1st_Serve_Won_Pct   ;   2nd_Serve_Won_Pct   ;   Break_Pt_Saved_Pct   ;   Break_Pt_Won_Pct   ;   1st_Serve_Return_Won_Pct   ;   2nd_Serve_Return_Won_Pct   
 Abdullah Maqdas ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,02 ; 0,01 ; 0,78 ; 0,60 ; 0,51 ; 0,58 ; 0,28 ; 0,34 ; 0,52 
 George Tsivadze ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,06 ; 0,03 ; 0,64 ; 0,62 ; 0,52 ; 0,62 ; 0,35 ; 0,27 ; 0,47 
 Tomasz Bednarek ; Hard ; - ; -   ; 8,00 ; -   ; 8,00 ; 0,05 ; 0,12 ; 0,52 ; 0,70 ; 0,51 ; 0,57 ; 0,24 ; 0,23 ; 0,49 
 Dean Obrien ; Clay ; - ; -   ; 6,00 ; 1,00 ; 5,00 ; 0,03 ; 0,08 ; 0,60 ; 0,63 ; 0,61 ; 0,57 ; 0,36 ; 0,31 ; 0,51 
 Sanchai Ratiwatana ; Hard ; - ; -   ; 6,00 ; 1,00 ; 5,00 ; 0,05 ; 0,05 ; 0,59 ; 0,65 ; 0,46 ; 0,59 ; 0,42 ; 0,28 ; 0,60 
 Aqeel Khan ; Hard ; - ; -   ; 1,00 ; 1,00 ; -   ; 0,03 ; 0,07 ; 0,62 ; 0,84 ; 0,66 ; 0,86 ; 0,80 ; 0,35 ; 0,59 
 Ken Onoda ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,11 ; 0,05 ; 0,59 ; 0,73 ; 0,46 ; 0,55 ; 0,30 ; 0,23 ; 0,43 
 Moritz Baumann ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,02 ; 0,04 ; 0,53 ; 0,64 ; 0,56 ; 0,60 ; 0,36 ; 0,38 ; 0,51 
 George Tsivadze ; Carpet ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,01 ; 0,07 ; 0,59 ; 0,54 ; 0,36 ; 0,33 ; 0,19 ; 0,33 ; 0,44 
 Sebastian Lavie ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,02 ; 0,06 ; 0,52 ; 0,72 ; 0,52 ; 0,50 ; 0,63 ; 0,29 ; 0,62 
 Nebojsa Peric ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,04 ; 0,04 ; 0,58 ; 0,71 ; 0,50 ; 0,38 ; 0,27 ; 0,22 ; 0,62 
 Miguel Angel Reyes Varela ; Clay ; - ; -   ; 7,00 ; 2,00 ; 5,00 ; 0,05 ; 0,04 ; 0,55 ; 0,68 ; 0,57 ; 0,38 ; 0,42 ; 0,27 ; 0,58 
 Aqeel Khan ; Grass ; - ; -   ; 5,00 ; 4,00 ; 1,00 ; 0,07 ; 0,04 ; 0,53 ; 0,76 ; 0,53 ; 0,73 ; 0,47 ; 0,24 ; 0,60 
 Cheong Eui Kim ; Hard ; - ; -   ; 78,00 ; 34,00 ; 44,00 ; 0,05 ; 0,03 ; 0,62 ; 0,68 ; 0,54 ; 0,59 ; 0,43 ; 0,30 ; 0,54 
 Dean Obrien ; Hard ; - ; -   ; 11,00 ; 1,00 ; 10,00 ; 0,05 ; 0,05 ; 0,62 ; 0,62 ; 0,51 ; 0,59 ; 0,39 ; 0,25 ; 0,57 
 Mate Pavic ; Grass ; - ; -   ; 10,00 ; 7,00 ; 3,00 ; 0,12 ; 0,02 ; 0,67 ; 0,74 ; 0,49 ; 0,70 ; 0,42 ; 0,24 ; 0,51 
 Mate Pavic ; Clay ; - ; -   ; 12,00 ; 4,00 ; 8,00 ; 0,09 ; 0,04 ; 0,65 ; 0,66 ; 0,52 ; 0,55 ; 0,44 ; 0,32 ; 0,47 
 Mate Pavic ; Hard ; - ; -   ; 24,00 ; 11,00 ; 13,00 ; 0,11 ; 0,04 ; 0,63 ; 0,72 ; 0,52 ; 0,61 ; 0,40 ; 0,30 ; 0,56 
 Miguel Angel Reyes Varela ; Hard ; - ; -   ; 11,00 ; 2,00 ; 9,00 ; 0,04 ; 0,04 ; 0,55 ; 0,68 ; 0,53 ; 0,51 ; 0,27 ; 0,23 ; 0,51 
 Tomasz Bednarek ; Clay ; - ; -   ; 19,00 ; 1,00 ; 18,00 ; 0,04 ; 0,11 ; 0,49 ; 0,66 ; 0,53 ; 0,50 ; 0,44 ; 0,25 ; 0,53 
 Jordi Munoz Abreu ; Clay ; - ; -   ; 5,00 ; 2,00 ; 3,00 ; 0,03 ; 0,07 ; 0,59 ; 0,62 ; 0,56 ; 0,61 ; 0,38 ; 0,38 ; 0,63 
 Jordi Munoz Abreu ; Hard ; - ; -   ; 8,00 ; 2,00 ; 6,00 ; 0,02 ; 0,08 ; 0,60 ; 0,59 ; 0,57 ; 0,53 ; 0,47 ; 0,28 ; 0,60 
 Herbert Jody Maginley ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,09 ; 0,06 ; 0,57 ; 0,73 ; 0,52 ; 0,58 ; 0,22 ; 0,22 ; 0,51 
 Matias Franco Descotte ; Hard ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,05 ; 0,03 ; 0,52 ; 0,71 ; 0,57 ; 0,55 ; 0,38 ; 0,29 ; 0,55 
 Matias Franco Descotte ; Clay ; - ; -   ; 9,00 ; 4,00 ; 5,00 ; 0,04 ; 0,03 ; 0,56 ; 0,71 ; 0,56 ; 0,60 ; 0,43 ; 0,33 ; 0,51 
 Dante Gennaro ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,08 ; 0,55 ; 0,59 ; 0,67 ; 0,25 ;  -    ; 0,21 ; 0,35 
 Karim Hossam ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ;  -    ; 0,55 ; 0,52 ; 0,41 ; 0,14 ; 0,60 ; 0,22 ; 0,53 
 Karim Hossam ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,04 ; 0,09 ; 0,53 ; 0,60 ; 0,53 ; 0,65 ; 0,71 ; 0,22 ; 0,61 
 Yuri Andrade ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ;  -    ; 0,10 ; 0,59 ; 0,64 ; 0,65 ; 0,76 ; 0,20 ; 0,25 ; 0,52 
 Dante Gennaro ; Clay ; - ; -   ; 9,00 ; 2,00 ; 7,00 ; 0,02 ; 0,05 ; 0,64 ; 0,63 ; 0,57 ; 0,60 ; 0,41 ; 0,29 ; 0,52 
 Victor Nunez ; Clay ; - ; -   ; 8,00 ; 2,00 ; 6,00 ; 0,03 ; 0,06 ; 0,54 ; 0,61 ; 0,46 ; 0,55 ; 0,33 ; 0,28 ; 0,54 
 Matthew Christopher Romios ; Hard ; - ; -   ; 12,00 ; 4,00 ; 8,00 ; 0,06 ; 0,05 ; 0,58 ; 0,64 ; 0,57 ; 0,59 ; 0,42 ; 0,31 ; 0,57 
 Ben Mclachlan ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,12 ; 0,06 ; 0,65 ; 0,68 ; 0,65 ; 0,88 ;  -    ; 0,20 ; 0,32 
 Xiao Qi ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,07 ; 0,61 ; 0,54 ; 0,50 ; 0,38 ; 0,50 ; 0,37 ; 0,18 
 Daniele Chiurulli ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,12 ; 0,48 ; 0,58 ; 0,69 ; 0,56 ; 1,00 ; 0,25 ; 0,44 
 Juan Carlos Manuel Aguilar ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,02 ; 0,08 ; 0,65 ; 0,55 ; 0,50 ; 0,57 ; 0,36 ; 0,35 ; 0,51 
 Ben Mclachlan ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,15 ; 0,03 ; 0,75 ; 0,68 ; 0,53 ; 0,33 ; 0,44 ; 0,21 ; 0,50 
 Miles Bugby ; Grass ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,06 ; 0,65 ; 0,77 ; 0,57 ; 0,67 ; 1,00 ; 0,16 ; 0,48 
 Mirko Martinez ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,14 ; 0,47 ; 0,58 ; 0,50 ; 0,60 ;  -    ; 0,14 ; 0,52 
 David Juras ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,03 ; 0,75 ; 0,66 ; 0,53 ;  -    ; 0,33 ; 0,28 ; 0,43 
 Fares Ghasya ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,08 ; 0,05 ; 0,65 ; 0,67 ; 0,55 ; 0,71 ; 0,67 ; 0,26 ; 0,61 
 Ricky Medinilla ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,02 ; 0,09 ; 0,56 ; 0,63 ; 0,58 ; 0,43 ; 0,40 ; 0,30 ; 0,63 
 Anton Galkin ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,06 ; 0,45 ; 0,49 ; 0,54 ; 0,33 ; 0,39 ; 0,43 ; 0,63 
 Anton Galkin ; Hard ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,05 ; 0,17 ; 0,37 ; 0,74 ; 0,65 ; 0,46 ; 0,27 ; 0,30 ; 0,64 
 Lennert Van Der Linden ; Clay ; - ; -   ; 11,00 ; 6,00 ; 5,00 ; 0,02 ; 0,03 ; 0,64 ; 0,65 ; 0,52 ; 0,49 ; 0,47 ; 0,37 ; 0,56 
 Mikhail Vaks ; Hard ; - ; -   ; 5,00 ; 4,00 ; 1,00 ; 0,07 ; 0,03 ; 0,70 ; 0,73 ; 0,63 ; 0,70 ; 0,38 ; 0,32 ; 0,55 
 Illia Biloborodko ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,08 ; 0,44 ; 0,56 ; 0,24 ; 0,17 ;  -    ; 0,13 ; 0,44 
 Issei Okamura ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,02 ; 0,68 ; 0,62 ; 0,64 ; 0,57 ; 0,50 ; 0,30 ; 0,37 
 Constantin Belot ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,10 ; 0,43 ; 0,53 ; 0,49 ; 0,46 ; 0,29 ; 0,30 ; 0,93 
 Robin Olin ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,15 ; 0,52 ; 0,61 ; 0,60 ; 0,38 ; 0,38 ; 0,30 ; 0,43 
 Nico Matic ; Clay ; - ; -   ; 6,00 ; 2,00 ; 4,00 ; 0,01 ; 0,07 ; 0,55 ; 0,63 ; 0,50 ; 0,43 ; 0,35 ; 0,31 ; 0,54 
 Issei Okamura ; Hard ; - ; -   ; 19,00 ; 6,00 ; 13,00 ; 0,05 ; 0,05 ; 0,59 ; 0,66 ; 0,56 ; 0,53 ; 0,33 ; 0,27 ; 0,57 
 Kaito Uesugi ; Hard ; - ; -   ; 23,00 ; 10,00 ; 13,00 ; 0,04 ; 0,04 ; 0,60 ; 0,65 ; 0,51 ; 0,49 ; 0,41 ; 0,31 ; 0,57 
 Jack Schipanski ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,10 ; 0,56 ; 0,45 ; 0,50 ; 0,38 ; 0,50 ; 0,19 ; 0,39 
 Sergio Monges ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,06 ; 0,51 ; 0,61 ; 0,57 ; 0,20 ; 0,20 ; 0,27 ; 0,46 
 Antoine Benneteau ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,07 ; 0,04 ; 0,74 ; 0,73 ; 0,59 ; 0,56 ; 0,13 ; 0,12 ; 0,45 
 Jeson Patrombon ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,02 ; 0,02 ; 0,64 ; 0,60 ; 0,45 ; 0,57 ; 0,28 ; 0,30 ; 0,60 
 Yeongseok Jeong ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,01 ; 0,08 ; 0,56 ; 0,61 ; 0,43 ; 0,61 ; 0,09 ; 0,17 ; 0,53 
 Austin Smith ; Hard ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,05 ; 0,07 ; 0,58 ; 0,61 ; 0,56 ; 0,52 ; 0,36 ; 0,28 ; 0,40 
 Jules Marie ; Clay ; - ; -   ; 10,00 ; 2,00 ; 8,00 ; 0,02 ; 0,06 ; 0,63 ; 0,59 ; 0,49 ; 0,52 ; 0,41 ; 0,37 ; 0,58 
 Jules Marie ; Hard ; - ; -   ; 18,00 ; 7,00 ; 11,00 ; 0,05 ; 0,03 ; 0,67 ; 0,66 ; 0,59 ; 0,58 ; 0,36 ; 0,26 ; 0,55 
 Jeson Patrombon ; Clay ; - ; -   ; 5,00 ; 3,00 ; 2,00 ; 0,03 ; 0,05 ; 0,57 ; 0,71 ; 0,57 ; 0,61 ; 0,49 ; 0,41 ; 0,62 
 Keisuke Numajiri ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,10 ; 0,60 ; 0,48 ; 0,50 ; 0,44 ;  -    ; 0,13 ; 0,53 
 Zhaoyi Cao ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,09 ; 0,54 ; 0,58 ; 0,39 ; 0,33 ;  -    ; 0,14 ; 0,47 
 Jeremy Efferding ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,07 ; 0,54 ; 0,84 ; 0,56 ; 0,40 ; 0,50 ; 0,11 ; 0,54 
 Sung Jun Park ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,02 ; 0,05 ; 0,67 ; 0,42 ; 0,38 ; 0,46 ; 0,43 ; 0,32 ; 0,52 
 Ettore Zito ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,01 ; 0,05 ; 0,55 ; 0,62 ; 0,61 ; 0,31 ; 0,33 ; 0,38 ; 0,53 
 Zhaoyi Cao ; Hard ; - ; -   ; 7,00 ; 2,00 ; 5,00 ; 0,03 ; 0,05 ; 0,63 ; 0,61 ; 0,43 ; 0,54 ; 0,42 ; 0,33 ; 0,56 
 Albert Alcaraz Ivorra ; Clay ; - ; -   ; 7,00 ; 3,00 ; 4,00 ; 0,05 ; 0,04 ; 0,64 ; 0,65 ; 0,57 ; 0,55 ; 0,42 ; 0,35 ; 0,53 
 Martin Vaisse ; Hard ; - ; -   ; 10,00 ; 2,00 ; 8,00 ; 0,06 ; 0,07 ; 0,51 ; 0,68 ; 0,54 ; 0,53 ; 0,48 ; 0,26 ; 0,59 
 Martin Vaisse ; Clay ; - ; -   ; 12,00 ; 5,00 ; 7,00 ; 0,04 ; 0,04 ; 0,53 ; 0,68 ; 0,56 ; 0,58 ; 0,41 ; 0,29 ; 0,52 
 Cheng Peng Hsieh ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,06 ; 0,11 ; 0,57 ; 0,69 ; 0,46 ; 0,56 ; 0,67 ; 0,37 ; 0,65 
 Thomas Giraudeau ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ;  -    ; 0,07 ; 0,58 ; 0,63 ; 0,51 ; 0,67 ; 0,53 ; 0,44 ; 0,77 
 Cheng Peng Hsieh ; Hard ; - ; -   ; 19,00 ; 4,00 ; 15,00 ; 0,07 ; 0,11 ; 0,53 ; 0,68 ; 0,56 ; 0,56 ; 0,39 ; 0,28 ; 0,57 
 Thanapet Chanta ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,02 ; 0,10 ; 0,59 ; 0,53 ; 0,44 ; 0,38 ;  -    ; 0,19 ; 0,44 
 Ljubomir Celebic ; Hard ; - ; -   ; 8,00 ; 3,00 ; 5,00 ; 0,08 ; 0,04 ; 0,61 ; 0,74 ; 0,63 ; 0,62 ; 0,33 ; 0,23 ; 0,58 
 Mathieu Perchicot ; Clay ; - ; -   ; 4,00 ; 2,00 ; 2,00 ; 0,04 ; 0,05 ; 0,52 ; 0,69 ; 0,54 ; 0,56 ; 0,48 ; 0,34 ; 0,61 
 Hendrik Jebens ; Hard ; - ; -   ; 7,00 ; 2,00 ; 5,00 ; 0,09 ; 0,07 ; 0,58 ; 0,73 ; 0,60 ; 0,63 ; 0,31 ; 0,26 ; 0,50 
 Ljubomir Celebic ; Clay ; - ; -   ; 7,00 ; 3,00 ; 4,00 ; 0,03 ; 0,03 ; 0,60 ; 0,63 ; 0,61 ; 0,66 ; 0,69 ; 0,29 ; 0,54 
 Aditya Hari Sasongko ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,04 ; 0,67 ; 0,60 ; 0,44 ; 0,57 ; 0,25 ; 0,26 ; 0,44 
 Aditya Hari Sasongko ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,05 ; 0,07 ; 0,70 ; 0,60 ; 0,49 ; 0,41 ; 0,44 ; 0,37 ; 0,56 
 Patrick Daciek ; Hard ; - ; -   ; 7,00 ; 2,00 ; 5,00 ; 0,02 ; 0,04 ; 0,62 ; 0,60 ; 0,55 ; 0,56 ; 0,50 ; 0,29 ; 0,65 
 Thomas Statzberger ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,03 ; 0,02 ; 0,61 ; 0,69 ; 0,35 ; 0,44 ; 0,45 ; 0,37 ; 0,66 
 Thomas Statzberger ; Hard ; - ; -   ; 7,00 ; 2,00 ; 5,00 ; 0,05 ; 0,03 ; 0,67 ; 0,71 ; 0,57 ; 0,59 ; 0,28 ; 0,22 ; 0,56 
 Connor Farren ; Hard ; - ; -   ; 16,00 ; 4,00 ; 12,00 ; 0,07 ; 0,07 ; 0,56 ; 0,65 ; 0,60 ; 0,51 ; 0,32 ; 0,24 ; 0,52 
 Giorgi Javakhishvili ; Carpet ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,26 ; 0,56 ; 0,59 ; 0,43 ; 0,56 ;  -    ; 0,13 ; 0,38 
 Alban Meuffels ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,02 ; 0,61 ; 0,52 ; 0,47 ; 0,43 ;  -    ; 0,14 ; 0,31 
 Christopher Oconnell ; Clay ; - ; -   ; 25,00 ; 9,00 ; 16,00 ; 0,06 ; 0,04 ; 0,60 ; 0,67 ; 0,52 ; 0,60 ; 0,39 ; 0,32 ; 0,59 
 Christopher Oconnell ; Hard ; - ; -   ; 53,00 ; 24,00 ; 29,00 ; 0,07 ; 0,04 ; 0,61 ; 0,69 ; 0,52 ; 0,60 ; 0,40 ; 0,31 ; 0,56 
 Ronald Slobodchikov ; Clay ; - ; -   ; 16,00 ; 7,00 ; 9,00 ; 0,02 ; 0,05 ; 0,62 ; 0,63 ; 0,50 ; 0,45 ; 0,49 ; 0,36 ; 0,61 
 Ronald Slobodchikov ; Hard ; - ; -   ; 10,00 ; 3,00 ; 7,00 ; 0,03 ; 0,08 ; 0,62 ; 0,66 ; 0,56 ; 0,51 ; 0,30 ; 0,28 ; 0,55 
 Isak Arvidsson ; Clay ; - ; -   ; 21,00 ; 7,00 ; 14,00 ; 0,08 ; 0,04 ; 0,62 ; 0,69 ; 0,57 ; 0,51 ; 0,38 ; 0,30 ; 0,55 
 Isak Arvidsson ; Hard ; - ; -   ; 14,00 ; 7,00 ; 7,00 ; 0,09 ; 0,06 ; 0,57 ; 0,74 ; 0,54 ; 0,61 ; 0,38 ; 0,25 ; 0,58 
 Henrik Sillanpaa ; Clay ; - ; -   ; 8,00 ; 3,00 ; 5,00 ; 0,04 ; 0,06 ; 0,60 ; 0,66 ; 0,57 ; 0,54 ; 0,48 ; 0,30 ; 0,54 
 Isade Juneau ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,04 ; 0,03 ; 0,57 ; 0,61 ; 0,43 ; 0,53 ; 0,39 ; 0,24 ; 0,47 
 Winston Lin ; Hard ; - ; -   ; 10,00 ; 6,00 ; 4,00 ; 0,04 ; 0,03 ; 0,64 ; 0,64 ; 0,57 ; 0,57 ; 0,47 ; 0,32 ; 0,67 
 Henrique Sousa ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,13 ; 0,57 ; 0,44 ; 0,36 ; 0,33 ; 0,50 ; 0,23 ; 0,56 
 Davide Galoppini ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,11 ; 0,60 ; 0,53 ; 0,40 ; 0,44 ; 0,50 ; 0,17 ; 0,65 
 Rafal Teurer ; Clay ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,02 ; 0,07 ; 0,62 ; 0,61 ; 0,59 ; 0,56 ; 0,47 ; 0,30 ; 0,69 
 Gianluca Di Nicola ; Hard ; - ; -   ; 5,00 ; 2,00 ; 3,00 ; 0,04 ; 0,05 ; 0,63 ; 0,70 ; 0,60 ; 0,71 ; 0,28 ; 0,27 ; 0,49 
 Davide Galoppini ; Clay ; - ; -   ; 12,00 ; 5,00 ; 7,00 ; 0,01 ; 0,06 ; 0,64 ; 0,59 ; 0,52 ; 0,53 ; 0,40 ; 0,32 ; 0,63 
 Gianluca Di Nicola ; Clay ; - ; -   ; 40,00 ; 19,00 ; 21,00 ; 0,02 ; 0,05 ; 0,60 ; 0,65 ; 0,56 ; 0,60 ; 0,48 ; 0,34 ; 0,61 
 Mikalai Haliak ; Clay ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,01 ; 0,04 ; 0,61 ; 0,59 ; 0,41 ; 0,41 ; 0,40 ; 0,27 ; 0,64 
 Mikalai Haliak ; Hard ; - ; -   ; 5,00 ; 1,00 ; 4,00 ; 0,07 ; 0,05 ; 0,54 ; 0,61 ; 0,46 ; 0,57 ; 0,50 ; 0,24 ; 0,44 
 Vitaliy Sachko ; Clay ; - ; -   ; 5,00 ; 3,00 ; 2,00 ; 0,02 ; 0,07 ; 0,57 ; 0,65 ; 0,56 ; 0,60 ; 0,40 ; 0,34 ; 0,76 
 Pavel Filin ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,05 ; 0,11 ; 0,42 ; 0,31 ; 0,44 ; 0,40 ;  -    ; 0,06 ; 0,50 
 Pavel Filin ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,10 ; 0,46 ; 0,61 ; 0,60 ; 0,55 ; 0,30 ; 0,23 ; 0,62 
 Jean Marc Werner ; Clay ; - ; -   ; 2,00 ; 1,00 ; 1,00 ; 0,02 ; 0,06 ; 0,63 ; 0,62 ; 0,64 ; 0,58 ; 0,78 ; 0,45 ; 0,46 
 Ronan Joncour ; Clay ; - ; -   ; 4,00 ; 2,00 ; 2,00 ; 0,05 ; 0,05 ; 0,58 ; 0,74 ; 0,55 ; 0,59 ; 0,27 ; 0,29 ; 0,49 
 Young Hoon Jeong ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,18 ; 0,50 ; 0,47 ; 0,36 ; 0,17 ;  -    ; 0,18 ; 0,43 
 Timur Maulenov ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,12 ; 0,09 ; 0,39 ; 0,71 ; 0,38 ; 0,47 ; 0,80 ; 0,29 ; 0,54 
 Timur Maulenov ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,07 ; 0,17 ; 0,39 ; 0,63 ; 0,37 ; 0,36 ;  -    ; 0,14 ; 0,38 
 Peter Bertran ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ;  -    ; 0,53 ; 0,43 ; 0,26 ;  -    ; 0,50 ; 0,29 ; 0,40 
 Jae Hwan Kim ; Hard ; - ; -   ; 3,00 ; -   ; 3,00 ; 0,06 ; 0,04 ; 0,56 ; 0,62 ; 0,46 ; 0,54 ; 0,25 ; 0,29 ; 0,52 
 Ruikai Wang ; Clay ; - ; -   ; 7,00 ; 1,00 ; 6,00 ; 0,04 ; 0,05 ; 0,57 ; 0,66 ; 0,58 ; 0,47 ; 0,53 ; 0,21 ; 0,45 
 Ruikai Wang ; Hard ; - ; -   ; 10,00 ; 2,00 ; 8,00 ; 0,05 ; 0,09 ; 0,55 ; 0,62 ; 0,52 ; 0,48 ; 0,48 ; 0,28 ; 0,44 
 Luca Gelhardt ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,04 ; 0,08 ; 0,55 ; 0,57 ; 0,53 ; 0,43 ;  -    ; 0,21 ; 0,57 
 Mohamed Nazim Makhlouf ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,08 ; 0,53 ; 0,52 ; 0,19 ; 0,40 ; 1,00 ; 0,33 ; 0,33 
 Luca Gelhardt ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,07 ; 0,55 ; 0,46 ; 0,48 ; 0,46 ; 0,50 ; 0,44 ; 0,46 
 Nicolas Xiviller ; Clay ; - ; -   ; 4,00 ; 1,00 ; 3,00 ; 0,04 ; 0,06 ; 0,52 ; 0,67 ; 0,43 ; 0,50 ; 0,38 ; 0,27 ; 0,52 
 Filip Polasek ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ; 0,11 ; 0,52 ; 0,72 ; 0,48 ; 0,63 ;  -    ; 0,16 ; 0,46 
 Alexander Vasilenko ; Clay ; - ; -   ; 10,00 ; 6,00 ; 4,00 ; 0,03 ; 0,04 ; 0,60 ; 0,64 ; 0,59 ; 0,45 ; 0,47 ; 0,33 ; 0,63 
 Alexander Vasilenko ; Hard ; - ; -   ; 14,00 ; 7,00 ; 7,00 ; 0,06 ; 0,07 ; 0,59 ; 0,72 ; 0,62 ; 0,66 ; 0,45 ; 0,29 ; 0,60 
 Jose Chamba Gomez ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,06 ; 0,06 ; 0,60 ; 0,66 ; 0,50 ; 0,57 ;  -    ; 0,16 ; 0,57 
 Krisjanis Stabins ; Hard ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,13 ; 0,06 ; 0,65 ; 0,67 ; 0,57 ; 0,67 ;  -    ; 0,14 ; 0,36 
 Alexandre Massa ; Clay ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,06 ; 0,12 ; 0,55 ; 0,48 ; 0,46 ; 0,48 ; 0,50 ; 0,30 ; 0,62 
 Eduard Guell Bartrina ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,01 ; 0,10 ; 0,59 ; 0,63 ; 0,61 ; 0,38 ; 0,67 ; 0,29 ; 0,45 
 Duarte Vale ; Clay ; - ; -   ; 3,00 ; 1,00 ; 2,00 ; 0,01 ; 0,05 ; 0,53 ; 0,65 ; 0,40 ; 0,50 ; 0,53 ; 0,29 ; 0,47 
 Kevin Jack Carpenter ; Hard ; - ; -   ; 2,00 ; -   ; 2,00 ; 0,06 ; 0,06 ; 0,57 ; 0,58 ; 0,47 ; 0,53 ; 0,25 ; 0,13 ; 0,47 
 Juan Ignacio Iliev ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ; 0,03 ;  -    ; 0,71 ; 0,44 ; 0,20 ; 0,17 ;  -    ; 0,21 ; 0,46 
 Ali Ghareeb ; Clay ; - ; -   ; 1,00 ; -   ; 1,00 ;  -    ; 0,13 ; 0,53 ; 0,32 ; 0,50 ; 0,30 ; 0,67 ; 0,25 ; 0,58 
